,cod_id,cod_address,cod_customer,cod_ship,cod_prod,cod_sales
4771,4032,89,617,4032,622,5085
4772,2592,253,194,2592,622,937
4773,501,228,373,501,622,937
4774,3961,89,616,3961,622,5018
4775,4163,118,413,4163,622,5189
4776,4660,30,256,4660,1794,5563
4777,4260,605,415,4260,1794,5256
4778,3552,113,24,3552,1794,4631
4779,4677,24,64,4677,861,5577
4780,549,245,391,549,861,1029
4781,860,37,56,860,861,1515
4782,1270,213,175,1270,861,2121
4783,1119,371,216,1119,861,1890
4784,3460,38,64,3460,1473,4546
4785,3935,29,168,3935,79,4546
4786,3746,64,315,3746,803,4546
4787,1450,78,340,1450,1473,2347
4788,2773,27,712,2773,1473,3872
4789,3221,308,322,3221,1473,4311
4790,4654,95,245,4654,1473,3545
4791,2435,129,754,2435,1473,3545
4792,3710,437,432,3710,1473,3545
4793,3460,38,64,3460,1316,4547
4794,2854,330,11,2854,1316,3955
4795,1153,118,40,1153,1316,1935
4796,1141,61,305,1141,1316,1920
4797,4789,29,787,4789,1316,2947
4798,1911,461,63,1911,1625,2947
4799,4520,354,367,4520,1316,5453
4800,3460,38,64,3460,512,4548
4801,2141,4,295,2141,512,3204
4802,3157,185,260,3157,512,3204
4803,4850,623,579,4850,512,2271
4804,1381,413,635,1381,512,2271
4805,274,77,232,274,512,553
4806,2687,402,313,2687,512,3800
4807,3821,98,408,3821,512,4904
4808,668,46,64,668,635,1248
4809,2244,30,94,2244,635,1248
4810,2924,316,603,2924,635,4028
4811,363,95,126,363,635,725
4812,571,77,323,571,635,725
4813,1002,84,237,1002,635,1734
4814,3779,26,580,3779,635,4857
4815,3742,77,511,3742,635,4816
4816,4584,423,152,4584,635,5501
4817,1875,63,64,1875,1469,2893
4818,4097,185,541,4097,1469,2893
4819,2580,285,454,2580,1469,2777
4820,1783,24,507,1783,1469,2777
4821,4893,4,630,4893,1469,2341
4822,1444,61,38,1444,1469,2341
4823,2894,165,437,2894,1469,3989
4824,4141,294,773,4141,1469,5176
4825,137,99,64,137,275,290
4826,4423,60,65,4423,275,5024
4827,3967,336,732,3967,275,5024
4828,2969,10,159,2969,275,4068
4829,2335,26,369,2335,275,3434
4830,3029,142,93,3029,275,4123
4831,3874,75,769,3874,275,4944
4832,137,99,64,137,276,291
4833,4075,289,12,4075,276,2361
4834,1461,60,219,1461,68,2361
4835,137,99,64,137,277,292
4836,880,56,538,880,277,292
4837,2405,26,172,2405,277,292
4838,1009,35,310,1009,277,1749
4839,2251,27,211,2251,277,3336
4840,3530,46,28,3530,1589,3336
4841,4498,165,106,4498,277,5438
4842,3870,122,64,3870,128,3039
4843,1988,149,652,1988,1647,3039
4844,1884,223,721,1884,128,2906
4845,65,48,62,65,128,129
4846,895,44,542,895,128,129
4847,1395,402,78,1395,1458,129
4848,4478,78,688,4478,1458,129
4849,3073,67,302,3073,128,4169
4850,4489,17,669,4489,128,5432
4851,3458,95,564,3458,128,675
4852,1041,30,559,1041,599,675
4853,336,63,280,336,599,675
4854,3281,235,22,3281,1458,675
4855,3316,316,27,3316,1647,675
4856,4326,196,64,4326,229,5300
4857,2184,210,48,2184,229,3257
4858,4163,118,413,4163,229,3257
4859,3232,223,494,3232,229,4324
4860,1363,64,356,1363,229,2254
4861,2539,30,662,2539,229,3660
4862,114,88,109,114,229,243
4863,4326,196,64,4326,603,5301
4864,4712,35,715,4712,603,5301
4865,339,187,282,339,603,679
4866,4187,122,563,4187,1521,679
4867,2229,2,746,2229,725,2423
4868,1512,55,443,1512,725,2423
4869,4292,26,388,4292,725,3735
4870,2617,142,706,2617,725,3735
4871,2496,50,478,2496,725,3614
4872,1389,202,487,1389,725,2282
4873,2906,35,729,2906,725,4002
4874,3307,221,221,3307,725,4406
4875,437,66,127,437,725,834
4876,3419,18,746,3419,819,4513
4877,522,84,388,522,819,969
4878,642,190,444,642,819,1199
4879,3738,254,574,3738,819,3175
4880,2112,6,153,2112,819,3175
4881,2792,307,525,2792,819,3889
4882,2784,101,505,2784,819,3883
4883,1462,202,252,1462,819,2364
4884,1852,113,155,1852,1277,2364
4885,3203,312,305,3203,1277,2364
4886,4196,33,765,4196,819,4989
4887,3929,12,286,3929,819,4989
4888,917,14,507,917,819,1598
4889,2183,75,253,2183,819,3254
4890,3164,46,478,3164,819,4255
4891,2934,189,479,2934,819,4036
4892,3419,18,746,3419,1217,2977
4893,2741,12,465,2741,1217,2977
4894,1936,52,587,1936,856,2977
4895,4378,610,252,4378,1217,5345
4896,3952,63,386,3952,1217,1671
4897,965,27,558,965,1217,1671
4898,1831,34,705,1831,1217,2849
4899,2834,472,547,2834,1217,3933
4900,2049,373,582,2049,1217,3114
4901,4746,621,758,4746,1217,5625
4902,1958,84,469,1958,1217,3002
4903,3877,314,746,3877,916,4947
4904,591,254,417,591,916,1121
4905,3110,142,110,3110,916,4209
4906,4893,4,630,4893,916,5732
4907,3492,165,495,3492,916,4424
4908,3327,24,441,3327,916,4424
4909,1055,27,230,1055,916,1805
4910,1713,257,462,1713,916,2687
4911,3733,127,253,3733,916,4804
4912,2107,70,82,2107,916,3168
4913,3877,314,746,3877,1051,1635
4914,2285,134,213,2285,400,1635
4915,947,175,555,947,400,1635
4916,1138,345,605,1138,1051,1811
4917,1059,162,67,1059,1178,1811
4918,3081,46,187,3081,1051,4157
4919,3114,60,684,3114,1178,4157
4920,3060,114,441,3060,1598,4157
4921,3877,314,746,3877,1820,2956
4922,1915,340,662,1915,710,2956
4923,3207,75,667,3207,1820,4296
4924,2267,2,438,2267,858,1974
4925,4263,418,318,4263,858,1974
4926,3494,153,751,3494,858,1974
4927,1440,46,39,1440,1343,1974
4928,4247,142,42,4247,1343,1974
4929,1171,253,611,1171,1343,1974
4930,1831,34,705,1831,858,2850
4931,3023,89,268,3023,858,4114
4932,4254,37,467,4254,858,5251
4933,546,242,397,546,858,1025
4934,2543,6,438,2543,265,3666
4935,135,48,126,135,265,281
4936,477,59,289,477,265,894
4937,1321,402,649,1321,426,2201
4938,1794,64,438,1794,1559,2790
4939,3953,15,25,3953,1559,2790
4940,4144,87,757,4144,1559,5179
4941,4828,402,527,4828,1559,2669
4942,1698,402,450,1698,1559,2669
4943,2749,325,372,2749,1559,2669
4944,1325,65,438,1325,1069,1439
4945,1270,213,175,1270,1319,1439
4946,1176,10,414,1176,22,1439
4947,808,15,503,808,1102,1439
4948,2788,308,648,2788,1069,3358
4949,2276,501,645,2276,1710,3358
4950,986,342,319,986,1069,1708
4951,4243,84,95,4243,1319,1708
4952,3948,14,163,3948,1319,1708
4953,1526,382,683,1526,1434,2441
4954,633,204,438,633,505,1180
4955,1626,374,101,1626,1445,1180
4956,3936,46,543,3936,1450,1180
4957,3276,95,11,3276,505,4375
4958,269,24,227,269,505,543
4959,1933,106,726,1933,505,543
4960,1129,30,426,1129,505,1901
4961,1905,35,690,1905,1620,1901
4962,822,302,438,822,1107,1458
4963,4152,15,752,4152,897,5185
4964,2184,210,48,2184,897,3256
4965,4715,250,706,4715,900,3256
4966,4775,61,584,4775,900,3256
4967,1313,278,42,1313,897,2193
4968,3537,46,752,3537,1556,4614
4969,4634,24,448,4634,1556,4614
4970,1677,75,144,1677,1556,2640
4971,3234,75,752,3234,602,4327
4972,3404,366,752,3404,179,4496
4973,3732,48,253,3732,172,4496
4974,106,4,102,106,179,214
4975,92,71,88,92,179,184
4976,2290,50,246,2290,179,3379
4977,4158,114,578,4158,179,3379
4978,2292,165,317,2292,172,3379
4979,2950,61,650,2950,179,2029
4980,2704,35,450,2704,172,2029
4981,1207,165,592,1207,172,2029
4982,3404,366,752,3404,198,4498
4983,1734,3,676,1734,198,2707
4984,3818,306,50,3818,198,2707
4985,3714,106,557,3714,198,2707
4986,2212,43,285,2212,198,2707
4987,103,81,99,103,198,207
4988,966,154,128,966,198,1674
4989,309,165,260,309,198,627
4990,4068,394,768,4068,198,5110
4991,645,67,420,645,198,1203
4992,3404,366,752,3404,1145,4499
4993,2096,238,501,2096,1145,3157
4994,873,177,536,873,1145,1539
4995,3136,14,554,3136,1725,4016
4996,2916,189,575,2916,894,4016
4997,3078,38,674,3078,1725,4175
4998,3354,335,670,3354,1557,4175
4999,102,80,98,102,194,202
5000,2772,149,532,2772,305,3869
5001,152,64,140,152,305,319
5002,2161,155,598,2161,661,319
5003,4590,394,567,4590,305,757
5004,384,12,223,384,661,757
5005,2772,149,532,2772,308,488
5006,238,151,58,238,459,488
5007,972,48,559,972,308,1683
5008,2773,27,712,2773,308,322
5009,153,63,141,153,308,322
5010,4399,414,55,4399,459,322
5011,2289,14,85,2289,308,3377
5012,3801,259,661,3801,308,4885
5013,1549,153,532,1549,500,2476
5014,2865,254,24,2865,500,2476
5015,4709,61,548,4709,1840,2476
5016,3845,102,169,3845,500,4916
5017,408,106,325,408,500,799
5018,2698,64,230,2698,1622,799
5019,3130,564,85,3130,500,4219
5020,267,142,225,267,500,535
5021,1090,111,157,1090,500,1859
5022,1908,156,452,1908,1622,1859
5023,3897,102,524,3897,500,4959
5024,1549,153,532,1549,1513,2477
5025,4813,378,764,4813,1513,3910
5026,3845,102,169,3845,1513,3910
5027,2811,166,615,2811,1789,3910
5028,2716,310,639,2716,1513,1091
5029,576,24,79,576,893,1091
5030,1549,153,532,1549,272,288
5031,136,98,127,136,272,288
5032,730,60,484,730,272,1333
5033,3019,464,174,3019,1421,1333
5034,4419,335,382,4419,272,4583
5035,3502,159,577,3502,272,4583
5036,553,46,400,553,272,1038
5037,149,108,137,149,272,311
5038,3542,124,287,3542,272,4621
5039,1549,153,532,1549,1392,2479
5040,4612,615,87,4612,1392,5527
5041,1263,395,228,1263,1392,1416
5042,793,178,53,793,962,1416
5043,3246,75,386,3246,1392,2277
5044,2086,127,725,2086,1426,2277
5045,1388,61,660,1388,1228,2277
5046,4888,61,433,4888,1392,3652
5047,2531,64,554,2531,1426,3652
5048,1449,419,352,1449,1392,2346
5049,2207,4,110,2207,550,2346
5050,2454,296,301,2454,1392,3559
5051,1549,153,532,1549,491,2480
5052,3706,37,348,3706,491,2480
5053,261,159,159,261,491,526
5054,4196,33,765,4196,491,5217
5055,1974,171,581,1974,491,3016
5056,1549,153,532,1549,724,2481
5057,1933,106,726,1933,724,2481
5058,2783,95,141,2783,724,831
5059,434,31,337,434,724,831
5060,1624,75,536,1624,724,2568
5061,4311,44,654,4311,724,3233
5062,2169,489,397,2169,724,3233
5063,3760,106,720,3760,724,4840
5064,3493,189,532,3493,641,4578
5065,766,294,499,766,641,1376
5066,1462,202,252,1462,641,2363
5067,1061,362,19,1061,641,1813
5068,3264,129,565,3264,641,1712
5069,987,259,564,987,641,1712
5070,367,195,300,367,641,734
5071,865,202,532,865,1093,1524
5072,3308,274,366,3308,1798,1524
5073,3287,63,161,3287,1798,1524
5074,851,35,101,851,1093,1428
5075,800,95,512,800,1093,1428
5076,2923,366,633,2923,1798,1428
5077,2833,543,650,2833,524,1428
5078,3475,229,81,3475,1093,4563
5079,865,202,532,865,969,1525
5080,2675,6,533,2675,969,1525
5081,2073,308,381,2073,969,1525
5082,3199,176,572,3199,969,1525
5083,3236,15,169,3236,969,2628
5084,1665,27,579,1665,969,2628
5085,1612,6,131,1612,969,1217
5086,653,235,451,653,969,1217
5087,2665,35,197,2665,969,3780
5088,3226,152,386,3226,969,4315
5089,3040,71,577,3040,969,4139
5090,3336,301,73,3336,969,4432
5091,865,202,532,865,871,1526
5092,1409,184,322,1409,871,2307
5093,3516,182,341,3516,1570,4601
5094,4633,46,8,4633,1570,5544
5095,4832,56,463,4832,1570,5691
5096,2497,2,483,2497,1457,3617
5097,1395,402,78,1395,1457,2292
5098,4641,581,700,4641,1457,5551
5099,2460,134,127,2460,1457,3570
5100,503,27,375,503,798,941
5101,1536,33,600,1536,798,838
5102,438,78,339,438,726,838
5103,2497,2,483,2497,695,3618
5104,3319,51,499,3319,695,4419
5105,2121,308,157,2121,695,3183
5106,405,29,322,405,695,795
5107,1131,165,105,1131,695,1904
5108,491,165,367,491,695,817
5109,425,35,332,425,332,817
5110,3254,6,418,3254,1663,4355
5111,2497,2,483,2497,740,3620
5112,2667,163,545,2667,740,3620
5113,3940,91,460,3940,740,858
5114,451,60,140,451,740,858
5115,1845,285,539,1845,740,2862
5116,3109,59,457,3109,740,2862
5117,2978,438,646,2978,740,2862
5118,4099,86,785,4099,740,5139
5119,3770,37,575,3770,740,4851
5120,3507,142,277,3507,740,4593
5121,2497,2,483,2497,878,1171
5122,885,37,106,885,1156,1171
5123,3480,482,546,3480,1415,1171
5124,623,262,430,623,620,1171
5125,3512,477,238,3512,1125,1171
5126,2156,79,730,2156,984,1171
5127,934,330,461,934,650,1171
5128,1771,351,713,1771,650,1171
5129,1941,115,366,1941,553,1171
5130,2526,163,617,2526,1588,1171
5131,3702,27,280,3702,785,1171
5132,567,6,404,567,878,1056
5133,4482,37,49,4482,878,1090
5134,576,24,79,576,878,1090
5135,4451,229,651,4451,620,1090
5136,995,345,382,995,878,1723
5137,1643,12,230,1643,878,2592
5138,1475,312,240,1475,878,2382
5139,4832,56,463,4832,717,5318
5140,4348,328,763,4348,486,5318
5141,728,75,483,728,964,1331
5142,2216,494,68,2216,1220,1331
5143,2911,5,444,2911,964,4010
5144,3502,159,577,3502,1220,4010
5145,648,14,447,648,964,1207
5146,224,63,193,224,432,459
5147,3821,98,408,3821,965,459
5148,654,168,28,654,585,459
5149,3935,29,168,3935,432,820
5150,427,84,334,427,432,820
5151,975,330,530,975,432,1689
5152,4220,253,787,4220,1772,5229
5153,2576,298,483,2576,442,3700
5154,3634,59,110,3634,442,3700
5155,3160,10,241,3160,442,4251
5156,230,146,199,230,442,470
5157,2576,298,483,2576,48,3478
5158,4574,165,784,4574,48,3478
5159,2378,134,150,2378,48,3478
5160,3849,250,408,3849,48,3478
5161,3607,64,505,3607,48,402
5162,194,129,173,194,379,402
5163,24,22,24,24,48,49
5164,662,270,455,662,48,49
5165,1506,337,483,1506,940,2415
5166,2983,500,560,2983,1687,2415
5167,3037,46,278,3037,940,4129
5168,618,55,117,618,940,225
5169,109,85,105,109,213,225
5170,4023,589,351,4023,213,225
5171,2706,346,764,2706,1754,225
5172,1936,52,587,1936,39,225
5173,2567,2,388,2567,299,3690
5174,658,269,453,658,299,1232
5175,151,106,139,151,299,314
5176,1069,135,583,1069,299,1829
5177,4011,63,767,4011,299,5068
5178,977,337,541,977,299,1694
5179,2567,2,388,2567,993,3691
5180,3347,35,538,3347,993,4442
5181,672,155,460,672,993,1257
5182,3971,402,377,3971,1322,1257
5183,3551,27,494,3551,993,4630
5184,1226,10,388,1226,1235,2058
5185,2269,499,340,2269,1235,2058
5186,3743,144,783,3743,1235,4819
5187,996,189,183,996,1235,1726
5188,3418,346,238,3418,1235,4512
5189,522,84,388,522,818,545
5190,2974,189,231,2974,391,545
5191,2343,189,580,2343,1516,545
5192,332,60,115,332,597,545
5193,3539,285,595,3539,1488,545
5194,733,116,486,733,1035,545
5195,271,107,229,271,507,545
5196,1879,459,388,1879,187,2897
5197,2892,134,770,2892,702,2897
5198,1535,24,210,1535,187,2453
5199,3996,144,50,3996,187,5052
5200,3509,177,156,3509,187,3154
5201,2092,117,696,2092,187,3154
5202,97,75,93,97,187,195
5203,4531,156,215,4531,187,195
5204,1807,32,508,1807,702,195
5205,1619,79,461,1619,702,195
5206,4720,106,299,4720,702,195
5207,2592,253,194,2592,187,3713
5208,2188,135,542,2188,187,3263
5209,3553,415,410,3553,752,3263
5210,1758,48,278,1758,1227,2744
5211,2768,67,716,2768,1431,2744
5212,4332,12,673,4332,1227,2205
5213,1322,134,599,1322,1431,2205
5214,3569,15,526,3569,1431,2205
5215,3390,27,274,3390,1431,2205
5216,4246,106,788,4246,1431,2205
5217,2589,2,623,2589,420,1669
5218,1308,143,647,1308,1256,1669
5219,3907,363,749,3907,1256,1669
5220,1538,285,4,1538,1507,1669
5221,962,335,204,962,164,1669
5222,1307,112,646,1307,164,1669
5223,1147,376,356,1147,420,1929
5224,1789,210,275,1789,1256,1929
5225,3550,223,163,3550,420,1639
5226,951,77,303,951,420,1639
5227,2460,134,127,2460,420,1639
5228,4744,24,513,4744,420,169
5229,2952,46,725,2952,420,169
5230,83,26,80,83,164,169
5231,4220,253,787,4220,164,169
5232,329,46,275,329,420,445
5233,217,141,187,217,420,445
5234,999,347,566,999,420,445
5235,2995,14,673,2995,1507,445
5236,1252,52,623,1252,1158,2097
5237,3541,238,500,3541,1158,2097
5238,3873,46,404,3873,1158,4943
5239,4142,601,539,4142,1158,5177
5240,887,314,540,887,1158,1562
5241,4559,2,177,4559,823,422
5242,205,84,8,205,398,422
5243,4251,14,335,4251,823,2337
5244,3574,2,763,3574,1758,2337
5245,3892,6,65,3892,1649,2337
5246,1440,46,39,1440,398,2337
5247,3023,89,268,3023,801,2337
5248,4420,102,623,4420,1215,2268
5249,1380,199,313,1380,1215,2268
5250,961,334,356,961,1215,1666
5251,4914,66,167,4914,1215,5749
5252,4725,361,792,4725,1215,5608
5253,3793,122,623,3793,1731,4017
5254,2916,189,575,2916,1731,4017
5255,4663,200,419,4663,1681,4017
5256,3875,253,385,3875,1731,583
5257,4392,549,566,4392,1731,583
5258,4178,101,74,4178,1681,583
5259,286,165,244,286,531,583
5260,2383,64,687,2383,1731,3487
5261,2767,10,496,2767,946,2835
5262,1820,235,538,1820,25,2835
5263,3338,576,12,3338,946,4181
5264,3081,46,187,3081,1360,4181
5265,1337,183,22,1337,946,2219
5266,2753,87,238,2753,946,2219
5267,4578,152,426,4578,946,5494
5268,625,263,432,625,946,1174
5269,4150,95,312,4150,946,5182
5270,2456,6,756,2456,214,3563
5271,1885,452,707,1885,214,2910
5272,2420,509,576,2420,214,3527
5273,109,85,105,109,214,226
5274,4310,394,646,4310,214,5284
5275,3052,165,354,3052,214,4150
5276,1222,389,623,1222,1159,2053
5277,889,178,95,889,1159,1563
5278,3858,216,132,3858,1159,4927
5279,3037,46,278,3037,1159,4134
5280,1779,402,415,1779,1159,2773
5281,2994,142,581,2994,1159,4097
5282,2703,2,763,2703,1629,3811
5283,4421,156,767,4421,1629,5372
5284,3067,95,736,3067,1629,4161
5285,3287,63,161,3287,1629,4026
5286,2920,138,301,2920,1629,4026
5287,4620,35,285,4620,1629,998
5288,535,143,155,535,840,998
5289,1933,106,726,1933,1629,2974
5290,3601,48,330,3601,1758,1139
5291,3955,37,554,3955,1239,1139
5292,603,134,194,603,927,1139
5293,2632,529,636,2632,1758,3746
5294,3545,12,763,3545,1384,4625
5295,4386,0,92,4386,1384,5352
5296,1246,178,278,1246,1384,2089
5297,1520,84,681,1520,1384,2430
5298,3545,12,763,3545,103,4091
5299,2988,230,298,2988,103,4091
5300,3984,363,771,3984,103,5040
5301,52,43,49,52,103,104
5302,618,55,117,618,486,1161
5303,2179,46,304,2179,658,1161
5304,2776,26,703,2776,1743,3879
5305,3407,26,555,3407,1638,3879
5306,34,32,33,34,71,73
5307,4243,84,95,4243,71,1918
5308,4629,84,249,4629,71,1918
5309,2827,6,340,2827,1315,1918
5310,1139,374,606,1139,1315,1918
5311,3616,95,427,3616,1315,1918
5312,675,256,6,675,71,1269
5313,4546,17,757,4546,71,5469
5314,1246,178,278,1246,71,2087
5315,2763,156,98,2763,71,2087
5316,1936,52,587,1936,71,2978
5317,3888,189,309,3888,1797,2978
5318,2460,134,127,2460,71,3569
5319,4555,397,153,4555,1315,3569
5320,34,32,33,34,72,74
5321,1130,264,525,1130,72,1902
5322,2174,491,458,2174,72,3240
5323,4027,177,17,4027,72,5082
5324,1069,135,583,1069,72,1828
5325,1199,215,245,1199,72,2010
5326,36,33,33,36,77,79
5327,2862,14,598,2862,77,79
5328,538,237,333,538,77,1005
5329,86,56,33,86,169,174
5330,2980,312,47,2980,169,4080
5331,2621,455,605,2621,169,3739
5332,1989,182,732,1989,169,3041
5333,3982,61,699,3982,169,338
5334,161,46,146,161,319,338
5335,3384,121,629,3384,169,4475
5336,3382,12,520,3382,397,4475
5337,86,56,33,86,170,175
5338,1548,60,475,1548,170,175
5339,1638,143,243,1638,170,2584
5340,1251,59,33,1251,234,2095
5341,1369,89,33,1369,234,1234
5342,658,269,453,658,234,1234
5343,2091,6,484,2091,234,3152
5344,1864,12,525,1864,234,250
5345,1918,28,725,1918,234,250
5346,118,37,113,118,234,250
5347,684,156,175,684,234,1277
5348,1154,37,489,1154,234,1936
5349,733,116,486,733,234,1337
5350,193,128,33,193,377,400
5351,678,140,33,678,999,426
5352,207,136,182,207,402,426
5353,2205,21,590,2205,999,3284
5354,1765,35,701,1765,999,2756
5355,2955,395,242,2955,999,4055
5356,678,140,33,678,488,1271
5357,4707,2,254,4707,488,5119
5358,4079,134,171,4079,488,5119
5359,258,95,218,258,488,523
5360,2562,186,157,2562,488,3683
5361,1531,163,455,1531,488,2449
5362,3598,64,600,3598,488,4669
5363,4713,46,561,4713,488,5603
5364,1901,146,33,1901,1619,2937
5365,4812,59,471,4812,1619,4605
5366,3522,30,262,3522,1619,4605
5367,4545,14,232,4545,1619,4605
5368,3994,145,561,3994,1619,4605
5369,4263,418,318,4263,1619,5257
5370,3327,24,441,3327,1619,4423
5371,3691,64,35,3691,1619,4760
5372,1901,146,33,1901,61,2701
5373,1727,438,339,1727,61,2701
5374,4229,163,320,4229,61,5234
5375,4367,378,384,4367,1369,5234
5376,2527,12,422,2527,61,3550
5377,2441,517,755,2441,1738,3550
5378,2958,75,211,2958,1723,3550
5379,28,26,28,28,61,63
5380,3161,21,191,3161,5,63
5381,4591,46,25,4591,1738,63
5382,2655,188,232,2655,1723,63
5383,3114,60,684,3114,1723,63
5384,2424,159,120,2424,1369,63
5385,3768,330,351,3768,61,2293
5386,1395,402,78,1395,5,2293
5387,1488,52,172,1488,5,2293
5388,388,203,33,388,669,766
5389,388,203,33,388,670,767
5390,3099,191,560,3099,670,767
5391,1538,285,4,1538,670,2458
5392,1991,470,246,1991,670,2046
5393,2177,417,155,2177,670,2046
5394,1216,78,384,1216,83,2046
5395,1601,286,21,1601,670,85
5396,40,37,38,40,83,85
5397,1191,385,616,1191,83,85
5398,1381,413,635,1381,670,2269
5399,388,203,33,388,671,768
5400,1583,46,339,1583,810,768
5401,1613,6,320,1613,671,551
5402,2557,345,123,2557,196,551
5403,4483,223,162,4483,196,551
5404,274,77,232,274,511,551
5405,4140,151,515,4140,511,551
5406,4553,177,378,4553,671,4086
5407,2984,14,302,2984,196,4086
5408,2283,219,33,2283,327,347
5409,164,30,148,164,327,347
5410,2291,85,3,2291,327,2128
5411,1274,398,340,1274,1398,2128
5412,4423,60,65,4423,327,5374
5413,4308,223,375,4308,327,5128
5414,4086,156,334,4086,327,5128
5415,1608,15,695,1608,327,2553
5416,2084,480,563,2084,327,3144
5417,213,52,185,213,327,437
5418,563,248,33,563,874,1051
5419,4101,223,205,4101,874,719
5420,891,234,335,891,874,719
5421,361,194,297,361,304,719
5422,4248,12,404,4248,874,5249
5423,791,299,508,791,874,1411
5424,3943,294,619,3943,874,5001
5425,3784,176,348,3784,874,4870
5426,4155,67,776,4155,874,5186
5427,563,248,33,563,162,687
5428,3273,200,62,3273,609,687
5429,342,61,285,342,609,687
5430,2936,95,202,2936,609,687
5431,82,66,79,82,162,167
5432,3330,107,395,3330,162,167
5433,1060,361,582,1060,162,710
5434,357,48,294,357,162,710
5435,2602,527,33,2602,96,3722
5436,4295,79,396,4295,96,3722
5437,4560,4,760,4560,96,1751
5438,1010,308,570,1010,96,1751
5439,274,77,232,274,96,552
5440,4575,122,503,4575,96,5491
5441,960,30,557,960,96,1654
5442,1380,199,313,1380,96,2267
5443,49,42,46,49,96,43
5444,20,14,20,20,42,43
5445,1689,26,497,1689,42,43
5446,2885,2,444,2885,1788,3981
5447,4460,174,574,4460,1788,5407
5448,3481,30,224,3481,1788,4568
5449,4632,265,230,4632,1788,5543
5450,4043,99,480,4043,1788,5089
5451,2805,124,113,2805,1788,3903
5452,2885,2,444,2885,735,3982
5453,3845,102,169,3845,735,4917
5454,446,75,345,446,735,851
5455,4291,200,421,4291,735,5273
5456,4875,35,560,4875,735,5273
5457,987,259,564,987,735,1711
5458,3033,15,189,3033,957,4127
5459,844,89,526,844,957,1491
5460,1663,319,120,1663,872,1491
5461,4412,48,444,4412,1243,5364
5462,1617,60,418,1617,1243,1740
5463,1003,14,56,1003,1243,1740
5464,3285,14,123,3285,1243,1740
5465,1241,17,628,1241,1243,2082
5466,4802,75,790,4802,133,2082
5467,4764,445,77,4764,1243,453
5468,220,25,189,220,280,453
5469,1991,470,246,1991,1243,3047
5470,3171,75,669,3171,1243,4261
5471,4736,307,309,4736,1243,5617
5472,4412,48,444,4412,133,5365
5473,66,53,63,66,133,134
5474,1711,95,504,1711,133,134
5475,4683,48,779,4683,133,1385
5476,772,295,502,772,133,1385
5477,4577,0,119,4577,1883,1385
5478,573,30,407,573,133,1075
5479,1425,46,267,1425,133,2321
5480,4412,48,444,4412,396,420
5481,2986,553,65,2986,396,420
5482,205,84,8,205,396,420
5483,4337,394,132,4337,1874,420
5484,4487,474,395,4487,1874,420
5485,1029,352,574,1029,396,1774
5486,3413,60,70,3413,396,1148
5487,2419,84,282,2419,1149,1148
5488,1243,366,138,1243,1149,1148
5489,609,189,59,609,934,1148
5490,3216,316,553,3216,396,1817
5491,2938,552,418,2938,1799,1817
5492,4587,130,320,4587,606,1817
5493,1836,225,601,1836,606,1817
5494,4220,253,787,4220,1276,1817
5495,1065,363,584,1065,1276,1817
5496,4440,68,444,4440,1475,5390
5497,3102,41,224,3102,1475,4202
5498,4014,37,710,4014,1475,5073
5499,1462,202,252,1462,1475,2362
5500,3258,46,424,3258,1475,4359
5501,4136,365,307,4136,1475,5166
5502,1479,421,445,1479,1475,2385
5503,4682,235,472,4682,1475,5582
5504,4696,77,376,4696,1475,5591
5505,4898,142,444,4898,982,3940
5506,2840,10,734,2840,982,3940
5507,1970,24,261,1970,982,3012
5508,3896,424,422,3896,982,4958
5509,1619,79,461,1619,982,2563
5510,3453,165,400,3453,982,2563
5511,2346,107,151,2346,982,3449
5512,660,174,317,660,982,1238
5513,2913,2,771,2913,1795,4013
5514,3174,6,295,3174,1795,1135
5515,600,33,421,600,923,1135
5516,4827,391,511,4827,923,1135
5517,4523,35,461,4523,1795,5456
5518,4339,17,583,4339,1795,5310
5519,4215,199,311,4215,1795,5227
5520,3922,67,771,3922,1062,4982
5521,4446,111,52,4446,138,4982
5522,4126,99,191,4126,1062,141
5523,770,24,269,770,1062,141
5524,1104,189,452,1104,138,141
5525,68,35,65,68,138,141
5526,4816,237,188,4816,1062,5675
5527,4588,568,698,4588,1062,3532
5528,2421,6,554,2421,138,3532
5529,3632,251,771,3632,165,2377
5530,1472,219,673,1472,165,2377
5531,4237,335,771,4237,165,5240
5532,2323,186,253,2323,165,3421
5533,1951,90,18,1951,165,2995
5534,3049,30,553,3049,165,4148
5535,83,26,80,83,165,170
5536,1390,118,661,1390,165,2286
5537,4058,37,152,4058,165,5101
5538,2389,48,238,2389,165,3496
5539,4683,48,779,4683,1856,1502
5540,853,15,360,853,1012,1502
5541,1282,63,636,1282,799,1502
5542,3802,289,16,3802,1856,2732
5543,1750,130,712,1750,787,2732
5544,3283,201,648,3283,213,4380
5545,1087,368,590,1087,213,1857
5546,2908,46,684,2908,213,4006
5547,4625,616,771,4625,1238,1696
5548,1002,84,237,1002,1238,1696
5549,1066,30,171,1066,98,1696
5550,978,55,561,978,98,1696
5551,3305,28,455,3305,1238,4402
5552,2942,2,471,2942,1305,4042
5553,3213,24,309,3213,1305,4042
5554,3517,26,655,3517,1305,4042
5555,3161,21,191,3161,1305,4253
5556,3254,6,418,3254,1305,3213
5557,2147,382,462,2147,1305,3213
5558,4018,590,411,4018,1305,3213
5559,2306,347,690,2306,1305,3395
