,cod_prod,Product Name,Product ID,Sub-Category,Category
595,596,Logitech Wireless Performance Mouse MX for PC and Mac,TEC-AC-10001606,Accessories,Technology
596,597,Cardinal Holdit Business Card Pockets,OFF-BI-10003355,Binders,Office Supplies
597,598,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",FUR-FU-10002253,Furnishings,Furniture
598,599,Tops Green Bar Computer Printout Paper,OFF-PA-10004092,Paper,Office Supplies
599,600,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,FUR-TA-10000198,Tables,Furniture
600,601,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",OFF-ST-10000036,Storage,Office Supplies
601,602,"Seth Thomas 16"" Steel Case Clock",FUR-FU-10000222,Furnishings,Furniture
602,603,Acme Softgrip Scissors,OFF-SU-10004664,Supplies,Office Supplies
603,604,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",OFF-EN-10001141,Envelopes,Office Supplies
604,605,ClearSounds CSC500 Amplified Spirit Phone Corded phone,TEC-PH-10002170,Phones,Technology
605,606,Xerox 1964,OFF-PA-10001954,Paper,Office Supplies
606,607,"Bevis Traditional Conference Table Top, Plinth Base",FUR-TA-10002228,Tables,Furniture
607,608,"Personal Folder Holder, Ebony",OFF-ST-10004634,Storage,Office Supplies
608,609,Logitech Illuminated - Keyboard,TEC-AC-10003610,Accessories,Technology
609,610,O'Sullivan Cherrywood Estates Traditional Bookcase,FUR-BO-10001619,Bookcases,Furniture
610,611,Acco Translucent Poly Ring Binders,OFF-BI-10000138,Binders,Office Supplies
611,612,Logitech Wireless Touch Keyboard K400,TEC-AC-10001383,Accessories,Technology
612,613,Avery 508,OFF-LA-10003223,Labels,Office Supplies
613,614,GBC Standard Plastic Binding Systems Combs,OFF-BI-10004094,Binders,Office Supplies
614,615,Xerox 196,OFF-PA-10004971,Paper,Office Supplies
615,616,"Fiskars 8"" Scissors, 2/Pack",OFF-SU-10004261,Supplies,Office Supplies
616,617,Belkin iPhone and iPad Lightning Cable,TEC-PH-10000004,Phones,Technology
617,618,GBC Durable Plastic Covers,OFF-BI-10003638,Binders,Office Supplies
618,619,Nu-Dell Leatherette Frames,FUR-FU-10003577,Furnishings,Furniture
619,620,Avery Durable Binders,OFF-BI-10000546,Binders,Office Supplies
620,621,Hewlett Packard 610 Color Digital Copier / Printer,TEC-CO-10002095,Copiers,Technology
621,622,Chromcraft Round Conference Tables,FUR-TA-10001095,Tables,Furniture
622,623,Avery 476,OFF-LA-10004484,Labels,Office Supplies
623,624,Brown Kraft Recycled Envelopes,OFF-EN-10001532,Envelopes,Office Supplies
624,625,Plantronics S12 Corded Telephone Headset System,TEC-AC-10003174,Accessories,Technology
625,626,3-ring staple pack,OFF-BI-10004187,Binders,Office Supplies
626,627,Fellowes Stor/Drawer Steel Plus Storage Drawers,OFF-ST-10000025,Storage,Office Supplies
627,628,Electrix Halogen Magnifier Lamp,FUR-FU-10004306,Furnishings,Furniture
628,629,Hon 4070 Series Pagoda Round Back Stacking Chairs,FUR-CH-10003746,Chairs,Furniture
629,630,Cardinal EasyOpen D-Ring Binders,OFF-BI-10001036,Binders,Office Supplies
630,631,GBC Instant Report Kit,OFF-BI-10000301,Binders,Office Supplies
631,632,Boston 19500 Mighty Mite Electric Pencil Sharpener,OFF-AR-10004648,Art,Office Supplies
632,633,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",FUR-FU-10002597,Furnishings,Furniture
633,634,"Dixon My First Ticonderoga Pencil, #2",OFF-AR-10003405,Art,Office Supplies
634,635,Hon GuestStacker Chair,FUR-CH-10002335,Chairs,Furniture
635,636,Xerox 1927,OFF-PA-10003657,Paper,Office Supplies
636,637,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",FUR-BO-10004409,Bookcases,Furniture
637,638,Microsoft Natural Ergonomic Keyboard 4000,TEC-AC-10000057,Accessories,Technology
638,639,Cameo Buff Policy Envelopes,OFF-EN-10000056,Envelopes,Office Supplies
639,640,Heavy-Duty E-Z-D Binders,OFF-BI-10000014,Binders,Office Supplies
640,641,"Lifetime Advantage Folding Chairs, 4/Carton",FUR-CH-10004675,Chairs,Furniture
641,642,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",OFF-BI-10001132,Binders,Office Supplies
642,643,Office Star - Contemporary Task Swivel Chair,FUR-CH-10003199,Chairs,Furniture
643,644,Cisco Unified IP Phone 7945G VoIP phone,TEC-PH-10001530,Phones,Technology
644,645,Avery 499,OFF-LA-10001569,Labels,Office Supplies
645,646,Xerox 1887,OFF-PA-10000176,Paper,Office Supplies
646,647,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,OFF-LA-10002271,Labels,Office Supplies
647,648,"Executive Impressions 14"" Contract Wall Clock",FUR-FU-10004090,Furnishings,Furniture
648,649,Belkin 7 Outlet SurgeMaster II,OFF-AP-10000576,Appliances,Office Supplies
649,650,Xerox 218,OFF-PA-10003953,Paper,Office Supplies
650,651,"Eldon Stackable Tray, Side-Load, Legal, Smoke",FUR-FU-10000794,Furnishings,Furniture
651,652,Model L Table or Wall-Mount Pencil Sharpener,OFF-AR-10001897,Art,Office Supplies
652,653,ClearOne CHATAttach 160 - speaker phone,TEC-PH-10001795,Phones,Technology
653,654,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,TEC-AC-10004901,Accessories,Technology
654,655,Newell 32,OFF-AR-10003190,Art,Office Supplies
655,656,Belkin F9G930V10-GRY 9 Outlet Surge,OFF-AP-10000240,Appliances,Office Supplies
656,657,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,TEC-AC-10001838,Accessories,Technology
657,658,Xerox 1968,OFF-PA-10003651,Paper,Office Supplies
658,659,Self-Adhesive Ring Binder Labels,OFF-BI-10003094,Binders,Office Supplies
659,660,Global Leather Executive Chair,FUR-CH-10001394,Chairs,Furniture
660,661,GBC Recycled Grain Textured Covers,OFF-BI-10004230,Binders,Office Supplies
661,662,Xerox 1941,OFF-PA-10003395,Paper,Office Supplies
662,663,Razer Kraken PRO Over Ear PC and Music Headset,TEC-AC-10002402,Accessories,Technology
663,664,Kingston Digital DataTraveler 32GB USB 2.0,TEC-AC-10003441,Accessories,Technology
664,665,Advantus Plastic Paper Clips,OFF-FA-10002280,Fasteners,Office Supplies
665,666,Acme Forged Steel Scissors with Black Enamel Handles,OFF-SU-10000381,Supplies,Office Supplies
666,667,Security-Tint Envelopes,OFF-EN-10004459,Envelopes,Office Supplies
667,668,"Global Airflow Leather Mesh Back Chair, Black",FUR-CH-10000665,Chairs,Furniture
668,669,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",OFF-AP-10003884,Appliances,Office Supplies
669,670,Pyle PMP37LED,TEC-PH-10001557,Phones,Technology
670,671,Clarity 53712,TEC-PH-10002085,Phones,Technology
671,672,Boston 16801 Nautilus Battery Pencil Sharpener,OFF-AR-10002956,Art,Office Supplies
672,673,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",OFF-AP-10003266,Appliances,Office Supplies
673,674,Zebra GX420t Direct Thermal/Thermal Transfer Printer,TEC-MA-10004002,Machines,Technology
674,675,GBC ProClick Punch Binding System,OFF-BI-10001071,Binders,Office Supplies
675,676,"Adams Telephone Message Books, 5 1/4” x 11”",OFF-PA-10001560,Paper,Office Supplies
676,677,Newell 335,OFF-AR-10002578,Art,Office Supplies
677,678,O'Sullivan 3-Shelf Heavy-Duty Bookcases,FUR-BO-10001519,Bookcases,Furniture
678,679,Fellowes Binding Cases,OFF-BI-10001294,Binders,Office Supplies
679,680,Ibico Plastic and Wire Spiral Binding Combs,OFF-BI-10001636,Binders,Office Supplies
680,681,Acme Preferred Stainless Steel Scissors,OFF-SU-10002503,Supplies,Office Supplies
681,682,Avery 486,OFF-LA-10004093,Labels,Office Supplies
682,683,"Linden 10"" Round Wall Clock, Black",FUR-FU-10003878,Furnishings,Furniture
683,684,Maxell DVD-RAM Discs,TEC-AC-10000710,Accessories,Technology
684,685,DIXON Oriole Pencils,OFF-AR-10002335,Art,Office Supplies
685,686,Xerox 202,OFF-PA-10001870,Paper,Office Supplies
686,687,Xerox 1884,OFF-PA-10001019,Paper,Office Supplies
687,688,Acme Box Cutter Scissors,OFF-SU-10002537,Supplies,Office Supplies
688,689,Staple magnet,OFF-ST-10003221,Storage,Office Supplies
689,690,Deluxe Chalkboard Eraser Cleaner,OFF-AR-10003752,Art,Office Supplies
690,691,Logitech MX Performance Wireless Mouse,TEC-AC-10001714,Accessories,Technology
691,692,Newell 337,OFF-AR-10003958,Art,Office Supplies
692,693,"Logitech B530 USB Headset - headset - Full size, Binaural",TEC-PH-10002923,Phones,Technology
693,694,Avery 482,OFF-LA-10004272,Labels,Office Supplies
694,695,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",FUR-FU-10000965,Furnishings,Furniture
695,696,Avery 483,OFF-LA-10004853,Labels,Office Supplies
696,697,Large Capacity Hanging Post Binders,OFF-BI-10003719,Binders,Office Supplies
697,698,GBC Ibimaster 500 Manual ProClick Binding System,OFF-BI-10000545,Binders,Office Supplies
698,699,Southworth 100% Cotton The Best Paper,OFF-PA-10003591,Paper,Office Supplies
699,700,Xerox 1910,OFF-PA-10001790,Paper,Office Supplies
700,701,Logitech G19 Programmable Gaming Keyboard,TEC-AC-10002049,Accessories,Technology
701,702,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",OFF-BI-10003712,Binders,Office Supplies
702,703,Lock-Up Easel 'Spel-Binder',OFF-BI-10003984,Binders,Office Supplies
703,704,Dax Clear Box Frame,FUR-FU-10001424,Furnishings,Furniture
704,705,Fellowes Black Plastic Comb Bindings,OFF-BI-10002071,Binders,Office Supplies
705,706,Eldon Shelf Savers Cubes and Bins,OFF-ST-10002486,Storage,Office Supplies
706,707,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,TEC-AC-10000927,Accessories,Technology
707,708,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",OFF-PA-10001622,Paper,Office Supplies
708,709,Fluorescent Highlighters by Dixon,OFF-AR-10003158,Art,Office Supplies
709,710,Nortel Networks T7316 E Nt8 B27,TEC-PH-10002660,Phones,Technology
710,711,Binding Machine Supplies,OFF-BI-10003364,Binders,Office Supplies
711,712,Staple envelope,OFF-EN-10001099,Envelopes,Office Supplies
712,713,Things To Do Today Pad,OFF-PA-10002250,Paper,Office Supplies
713,714,Wilson Jones Hanging Recycled Pressboard Data Binders,OFF-BI-10004716,Binders,Office Supplies
714,715,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,OFF-LA-10001045,Labels,Office Supplies
715,716,Deluxe Heavy-Duty Vinyl Round Ring Binder,OFF-BI-10001510,Binders,Office Supplies
716,717,Xerox 1923,OFF-PA-10002947,Paper,Office Supplies
717,718,Xerox 1931,OFF-PA-10000019,Paper,Office Supplies
718,719,"Bush Westfield Collection Bookcases, Fully Assembled",FUR-BO-10003441,Bookcases,Furniture
719,720,Gear Head AU3700S Headset,TEC-PH-10004774,Phones,Technology
720,721,Wilson Jones Legal Size Ring Binders,OFF-BI-10003684,Binders,Office Supplies
721,722,Polycom CX600 IP Phone VoIP phone,TEC-PH-10001494,Phones,Technology
722,723,Maxell iVDR EX 500GB Cartridge,TEC-AC-10004666,Accessories,Technology
723,724,Fellowes High-Stak Drawer Files,OFF-ST-10003816,Storage,Office Supplies
724,725,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",FUR-TA-10001520,Tables,Furniture
725,726,Acco Perma 4000 Stacking Storage Drawers,OFF-ST-10001558,Storage,Office Supplies
726,727,Maxell 4.7GB DVD-R,TEC-AC-10002473,Accessories,Technology
727,728,OtterBox Commuter Series Case - iPhone 5 & 5s,TEC-PH-10004531,Phones,Technology
728,729,Kensington 4 Outlet MasterPiece Compact Power Control Center,OFF-AP-10004487,Appliances,Office Supplies
729,730,Xerox 1985,OFF-PA-10003543,Paper,Office Supplies
730,731,Hypercom P1300 Pinpad,TEC-AC-10004353,Accessories,Technology
731,732,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",OFF-AR-10001468,Art,Office Supplies
732,733,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",OFF-PA-10002195,Paper,Office Supplies
733,734,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",OFF-PA-10001745,Paper,Office Supplies
734,735,JM Magazine Binder,OFF-BI-10004826,Binders,Office Supplies
735,736,Xerox 213,OFF-PA-10000289,Paper,Office Supplies
736,737,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,OFF-AP-10003040,Appliances,Office Supplies
737,738,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",OFF-PA-10000350,Paper,Office Supplies
738,739,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",OFF-BI-10001759,Binders,Office Supplies
739,740,Standard Rollaway File with Lock,OFF-ST-10001496,Storage,Office Supplies
740,741,"Avery Trapezoid Extra Heavy Duty 4"" Binders",OFF-BI-10002931,Binders,Office Supplies
741,742,Bevis Boat-Shaped Conference Table,FUR-TA-10002356,Tables,Furniture
742,743,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",FUR-FU-10003601,Furnishings,Furniture
743,744,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",FUR-TA-10004154,Tables,Furniture
744,745,Xerox 210,OFF-PA-10000788,Paper,Office Supplies
745,746,Staple-based wall hangings,FUR-FU-10001940,Furnishings,Furniture
746,747,Avery Durable Slant Ring Binders,OFF-BI-10004465,Binders,Office Supplies
747,748,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",OFF-PA-10002333,Paper,Office Supplies
748,749,Luxo Professional Combination Clamp-On Lamps,FUR-FU-10004188,Furnishings,Furniture
749,750,Zipper Ring Binder Pockets,OFF-BI-10000145,Binders,Office Supplies
750,751,Avery File Folder Labels,OFF-LA-10001613,Labels,Office Supplies
751,752,Color-Coded Legal Exhibit Labels,OFF-LA-10004055,Labels,Office Supplies
752,753,Xerox 212,OFF-PA-10004621,Paper,Office Supplies
753,754,Computer Printout Paper with Letter-Trim Fine Perforations,OFF-PA-10001281,Paper,Office Supplies
754,755,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,OFF-ST-10001097,Storage,Office Supplies
755,756,DAX Black Cherry Wood-Tone Poster Frame,FUR-FU-10001095,Furnishings,Furniture
756,757,Wilson Jones Easy Flow II Sheet Lifters,OFF-BI-10002012,Binders,Office Supplies
757,758,Xerox 188,OFF-PA-10004156,Paper,Office Supplies
758,759,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",OFF-AR-10000034,Art,Office Supplies
759,760,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),TEC-PH-10000560,Phones,Technology
760,761,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",OFF-EN-10000461,Envelopes,Office Supplies
761,762,Wasp CCD Handheld Bar Code Reader,TEC-MA-10003066,Machines,Technology
762,763,Acco Suede Grain Vinyl Round Ring Binder,OFF-BI-10004022,Binders,Office Supplies
763,764,Bulldog Table or Wall-Mount Pencil Sharpener,OFF-AR-10001988,Art,Office Supplies
764,765,Xerox 1979,OFF-PA-10003625,Paper,Office Supplies
765,766,Fellowes PB300 Plastic Comb Binding Machine,OFF-BI-10003925,Binders,Office Supplies
766,767,Plantronics Voyager Pro Legend,TEC-PH-10001530,Phones,Technology
767,768,Laser & Ink Jet Business Envelopes,OFF-EN-10003862,Envelopes,Office Supplies
768,769,Portable Personal File Box,OFF-ST-10004258,Storage,Office Supplies
769,770,Magna Visual Magnetic Picture Hangers,FUR-FU-10002885,Furnishings,Furniture
770,771,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,TEC-AC-10003033,Accessories,Technology
771,772,Fellowes Super Stor/Drawer Files,OFF-ST-10000046,Storage,Office Supplies
772,773,UniKeep View Case Binders,OFF-BI-10002049,Binders,Office Supplies
773,774,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",FUR-FU-10001602,Furnishings,Furniture
774,775,Project Tote Personal File,OFF-ST-10003722,Storage,Office Supplies
775,776,Enermax Acrylux Wireless Keyboard,TEC-AC-10003198,Accessories,Technology
776,777,G.E. Halogen Desk Lamp Bulbs,FUR-FU-10002191,Furnishings,Furniture
777,778,OtterBox Commuter Series Case - Samsung Galaxy S4,TEC-PH-10004188,Phones,Technology
778,779,Iceberg Mobile Mega Data/Printer Cart,OFF-ST-10001526,Storage,Office Supplies
779,780,Staples in misc. colors,OFF-AR-10001166,Art,Office Supplies
780,781,Global Comet Stacking Arm Chair,FUR-CH-10000309,Chairs,Furniture
781,782,Cisco SPA525G2 5-Line IP Phone,TEC-MA-10004212,Machines,Technology
782,783,Peel & Seel Envelopes,OFF-EN-10003072,Envelopes,Office Supplies
783,784,GBC Plastic Binding Combs,OFF-BI-10000320,Binders,Office Supplies
784,785,Xerox 2,OFF-PA-10001166,Paper,Office Supplies
785,786,Xerox 1935,OFF-PA-10003656,Paper,Office Supplies
786,787,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,TEC-PH-10000148,Phones,Technology
787,788,Cisco SPA508G,TEC-PH-10003885,Phones,Technology
788,789,Avery 514,OFF-LA-10001175,Labels,Office Supplies
789,790,Southworth 25% Cotton Granite Paper & Envelopes,OFF-PA-10000955,Paper,Office Supplies
790,791,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,FUR-FU-10003975,Furnishings,Furniture
791,792,Aluminum Screw Posts,OFF-BI-10003707,Binders,Office Supplies
792,793,Newell 336,OFF-AR-10000203,Art,Office Supplies
793,794,Staples in misc. colors,OFF-AR-10004790,Art,Office Supplies
794,795,Maxell 4.7GB DVD+RW 3/Pack,TEC-AC-10004761,Accessories,Technology
795,796,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",FUR-BO-10001811,Bookcases,Furniture
796,797,"Quartet Alpha White Chalk, 12/Pack",OFF-AR-10001130,Art,Office Supplies
797,798,Belkin F9S820V06 8 Outlet Surge,OFF-AP-10000055,Appliances,Office Supplies
798,799,"Global Stack Chair without Arms, Black",FUR-CH-10002304,Chairs,Furniture
799,800,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,FUR-FU-10000293,Furnishings,Furniture
800,801,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",OFF-PA-10001307,Paper,Office Supplies
801,802,"Howard Miller 12"" Round Wall Clock",FUR-FU-10004460,Furnishings,Furniture
802,803,DIXON Ticonderoga Erasable Checking Pencils,OFF-AR-10000716,Art,Office Supplies
803,804,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,FUR-FU-10004622,Furnishings,Furniture
804,805,Avery Round Ring Poly Binders,OFF-BI-10003529,Binders,Office Supplies
805,806,Avery Hole Reinforcements,OFF-BI-10001097,Binders,Office Supplies
806,807,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",OFF-BI-10001597,Binders,Office Supplies
807,808,Stockwell Gold Paper Clips,OFF-FA-10001754,Fasteners,Office Supplies
808,809,"Super Bands, 12/Pack",OFF-FA-10004838,Fasteners,Office Supplies
809,810,Plantronics 81402,TEC-PH-10002115,Phones,Technology
810,811,Assorted Color Push Pins,OFF-FA-10003059,Fasteners,Office Supplies
811,812,"GBC Velobind Prepunched Cover Sets, Regency Series",OFF-BI-10004330,Binders,Office Supplies
812,813,3M Organizer Strips,OFF-BI-10003669,Binders,Office Supplies
813,814,Avery Durable Slant Ring Binders With Label Holder,OFF-BI-10003727,Binders,Office Supplies
814,815,Micropad Numeric Keypads,TEC-AC-10003447,Accessories,Technology
815,816,Newell 328,OFF-AR-10000255,Art,Office Supplies
816,817,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,OFF-AP-10002191,Appliances,Office Supplies
817,818,Easy-staple paper,OFF-PA-10000349,Paper,Office Supplies
818,819,"Global High-Back Leather Tilter, Burgundy",FUR-CH-10002880,Chairs,Furniture
819,820,Easy-staple paper,OFF-PA-10003127,Paper,Office Supplies
820,821,Ativa V4110MDD Micro-Cut Shredder,TEC-MA-10003979,Machines,Technology
821,822,Xerox 224,OFF-PA-10000029,Paper,Office Supplies
822,823,Avery 488,OFF-LA-10000452,Labels,Office Supplies
823,824,Innergie mMini Combo Duo USB Travel Charging Kit,TEC-PH-10001819,Phones,Technology
824,825,Stanley Contemporary Battery Pencil Sharpeners,OFF-AR-10002952,Art,Office Supplies
825,826,AT&T 1080 Corded phone,TEC-PH-10000576,Phones,Technology
826,827,Xerox 1950,OFF-PA-10000605,Paper,Office Supplies
827,828,"Fellowes Mobile File Cart, Black",OFF-ST-10004340,Storage,Office Supplies
828,829,GBC Recycled VeloBinder Covers,OFF-BI-10004001,Binders,Office Supplies
829,830,Hon 4060 Series Tables,FUR-TA-10004147,Tables,Furniture
830,831,Newell 326,OFF-AR-10001545,Art,Office Supplies
831,832,Logitech ClearChat Comfort/USB Headset H390,TEC-AC-10001013,Accessories,Technology
832,833,Newell 346,OFF-AR-10002255,Art,Office Supplies
833,834,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",OFF-PA-10001892,Paper,Office Supplies
834,835,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",OFF-BI-10003676,Binders,Office Supplies
835,836,Staples,OFF-FA-10003495,Fasteners,Office Supplies
836,837,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",OFF-EN-10003798,Envelopes,Office Supplies
837,838,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,TEC-PH-10003589,Phones,Technology
838,839,Xerox 1905,OFF-PA-10004735,Paper,Office Supplies
839,840,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",FUR-BO-10002206,Bookcases,Furniture
840,841,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",OFF-PA-10000141,Paper,Office Supplies
841,842,Apple iPhone 5C,TEC-PH-10001061,Phones,Technology
842,843,Newell 351,OFF-AR-10002375,Art,Office Supplies
843,844,Staple envelope,OFF-EN-10001539,Envelopes,Office Supplies
844,845,KI Adjustable-Height Table,FUR-TA-10004086,Tables,Furniture
845,846,Xerox 1945,OFF-PA-10000100,Paper,Office Supplies
846,847,Avery 502,OFF-LA-10000973,Labels,Office Supplies
847,848,Steel Personal Filing/Posting Tote,OFF-ST-10001476,Storage,Office Supplies
848,849,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",OFF-EN-10002831,Envelopes,Office Supplies
849,850,Xerox 1896,OFF-PA-10001763,Paper,Office Supplies
850,851,Cardinal Slant-D Ring Binders,OFF-BI-10002072,Binders,Office Supplies
851,852,Stockwell Push Pins,OFF-FA-10001561,Fasteners,Office Supplies
852,853,Star Micronics TSP800 TSP847IIU Receipt Printer,TEC-MA-10004241,Machines,Technology
853,854,Hoover Shoulder Vac Commercial Portable Vacuum,OFF-AP-10003849,Appliances,Office Supplies
854,855,Staples,OFF-FA-10000735,Fasteners,Office Supplies
855,856,Acco Expandable Hanging Binders,OFF-BI-10003350,Binders,Office Supplies
856,857,Shocksock Galaxy S4 Armband,TEC-PH-10000307,Phones,Technology
857,858,Brother DCP1000 Digital 3 in 1 Multifunction Machine,TEC-CO-10004202,Copiers,Technology
858,859,"Eldon Regeneration Recycled Desk Accessories, Smoke",FUR-FU-10001852,Furnishings,Furniture
859,860,"Crayola Anti Dust Chalk, 12/Pack",OFF-AR-10003759,Art,Office Supplies
860,861,"SAFCO Commercial Wire Shelving, 72h",OFF-ST-10004337,Storage,Office Supplies
861,862,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",FUR-TA-10001932,Tables,Furniture
862,863,Hon Deluxe Fabric Upholstered Stacking Chairs,FUR-CH-10002126,Chairs,Furniture
863,864,"Belkin 325VA UPS Surge Protector, 6'",OFF-AP-10000576,Appliances,Office Supplies
864,865,PowerGen Dual USB Car Charger,TEC-PH-10004700,Phones,Technology
865,866,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",OFF-BI-10003429,Binders,Office Supplies
866,867,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",FUR-FU-10004952,Furnishings,Furniture
867,868,Xerox 1996,OFF-PA-10003172,Paper,Office Supplies
868,869,Iris Project Case,OFF-ST-10002352,Storage,Office Supplies
869,870,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",OFF-PA-10002259,Paper,Office Supplies
870,871,ACCOHIDE Binder by Acco,OFF-BI-10002976,Binders,Office Supplies
871,872,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",OFF-BI-10003694,Binders,Office Supplies
872,873,Staple-on labels,OFF-LA-10004425,Labels,Office Supplies
873,874,Harbour Creations Steel Folding Chair,FUR-CH-10001270,Chairs,Furniture
874,875,Wireless Extenders zBoost YX545 SOHO Signal Booster,TEC-PH-10004539,Phones,Technology
875,876,"OIC #2 Pencils, Medium Soft",OFF-AR-10001919,Art,Office Supplies
876,877,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,TEC-PH-10003655,Phones,Technology
877,878,Peel & Stick Add-On Corner Pockets,OFF-BI-10004656,Binders,Office Supplies
878,879,"Carina 42""Hx23 3/4""W Media Storage Unit",OFF-ST-10002344,Storage,Office Supplies
879,880,Toshiba IPT2010-SD IP Telephone,TEC-PH-10004447,Phones,Technology
880,881,GuestStacker Chair with Chrome Finish Legs,FUR-CH-10003973,Chairs,Furniture
881,882,Xerox 1924,OFF-PA-10000682,Paper,Office Supplies
882,883,Ultra Door Push Plate,FUR-FU-10002268,Furnishings,Furniture
883,884,Kensington Orbit Wireless Mobile Trackball for PC and Mac,TEC-AC-10001990,Accessories,Technology
884,885,Global Chrome Stack Chair,FUR-CH-10004540,Chairs,Furniture
885,886,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",OFF-ST-10002292,Storage,Office Supplies
886,887,Newell 315,OFF-AR-10004999,Art,Office Supplies
887,888,Pressboard Data Binders by Wilson Jones,OFF-BI-10001031,Binders,Office Supplies
888,889,Wilson Jones Standard D-Ring Binders,OFF-BI-10002432,Binders,Office Supplies
889,890,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",FUR-FU-10001867,Furnishings,Furniture
890,891,Samsung Galaxy Note 2,TEC-PH-10002200,Phones,Technology
891,892,GE DSL Phone Line Filter,TEC-PH-10000439,Phones,Technology
892,893,Easy-staple paper,OFF-PA-10001685,Paper,Office Supplies
893,894,Carina Media Storage Towers in Natural & Black,OFF-ST-10001418,Storage,Office Supplies
894,895,Fellowes Econo/Stor Drawers,OFF-ST-10000676,Storage,Office Supplies
895,896,SANFORD Liquid Accent Tank-Style Highlighters,OFF-AR-10001022,Art,Office Supplies
896,897,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",OFF-EN-10003055,Envelopes,Office Supplies
897,898,Canon Imageclass D680 Copier / Fax,TEC-CO-10001046,Copiers,Technology
898,899,24-Hour Round Wall Clock,FUR-FU-10000076,Furnishings,Furniture
899,900,Eldon Radial Chair Mat for Low to Medium Pile Carpets,FUR-FU-10003268,Furnishings,Furniture
900,901,"Eldon Image Series Desk Accessories, Ebony",FUR-FU-10003691,Furnishings,Furniture
901,902,Sanford 52201 APSCO Electric Pencil Sharpener,OFF-AR-10003903,Art,Office Supplies
902,903,Samsung Replacement EH64AVFWE Premium Headset,TEC-PH-10003442,Phones,Technology
903,904,GBC DocuBind P100 Manual Binding Machine,OFF-BI-10004519,Binders,Office Supplies
